"","p1","p2","cross","reciprocal","cross_numb","reciprocal_numb","Heading","Height","TestWeight","Yield","DON","FDK","merit","ranking","relativeProfit"
"388","12","27","IL18-22976 x US16-IL-064-095","US16-IL-064-095 x IL18-22976","12 x 27","27 x 12",134.23,37.86,58.44,87.67,1.14,12.53,408.5,401,-1.27
"389","12","34","IL18-22976 x US17-IL-108-039","US17-IL-108-039 x IL18-22976","12 x 34","34 x 12",136.36,37.59,58.12,90.13,1.21,14.41,406.87,458.5,-2.9
"390","12","39","IL18-22976 x US17-IL-108-070","US17-IL-108-070 x IL18-22976","12 x 39","39 x 12",135.53,38.2,58.67,87.88,1.15,15.23,401.16,626,-8.61
"391","15","17","IL18-23760 x IL18-4910","IL18-4910 x IL18-23760","15 x 17","17 x 15",133.13,37.09,58.9,84.97,0.87,10.07,407.75,423.5,-2.02
"392","15","3","IL18-23760 x IL18MSFRS-18","IL18MSFRS-18 x IL18-23760","15 x 3","3 x 15",134.89,37.19,58.36,90.28,1,9.12,422.13,68,12.36
"393","15","33","IL18-23760 x IL19-10123","IL19-10123 x IL18-23760","15 x 33","33 x 15",132.02,36.97,58.27,86.17,1.22,11.38,411.51,291,1.74
"394","15","23","IL18-23760 x IL19-12830","IL19-12830 x IL18-23760","15 x 23","23 x 15",133.79,37.26,58.47,85.98,1.16,11.31,403.4,568,-6.37
"395","15","37","IL18-23760 x IL19-13713","IL19-13713 x IL18-23760","15 x 37","37 x 15",132.49,36.48,58.31,85.25,0.88,6.21,414.52,193,4.75
"396","15","14","IL18-23760 x IL19-13942","IL19-13942 x IL18-23760","15 x 14","14 x 15",131.51,36.55,58.22,84.14,0.94,8.3,411.68,283,1.91
"397","15","7","IL18-23760 x IL19-13978","IL19-13978 x IL18-23760","15 x 7","7 x 15",131.96,36.78,58.41,84.61,1.06,9.96,408.48,402,-1.29
"398","15","4","IL18-23760 x IL19-14617","IL19-14617 x IL18-23760","15 x 4","4 x 15",131.34,36.79,58.23,87.87,1.25,11.81,421.68,71,11.91
"399","15","1","IL18-23760 x IL19-14856","IL19-14856 x IL18-23760","15 x 1","1 x 15",131.74,37.39,58.09,88.73,1.05,8.99,429.07,18,19.3
"400","15","38","IL18-23760 x IL19-15327","IL19-15327 x IL18-23760","15 x 38","38 x 15",133.7,37.66,57.95,87.1,1.04,8.23,412.3,261,2.53
"401","15","8","IL18-23760 x IL19-18153","IL19-18153 x IL18-23760","15 x 8","8 x 15",133.67,36.2,58.3,87.8,1.04,10.17,415.13,178,5.36
"402","15","30","IL18-23760 x IL19-18837","IL19-18837 x IL18-23760","15 x 30","30 x 15",134.07,36.12,58.1,86.13,0.96,8.81,407.92,419,-1.85
"403","15","32","IL18-23760 x IL19-21760","IL19-21760 x IL18-23760","15 x 32","32 x 15",133.12,35.93,57.91,85.86,0.96,12.06,407.42,437,-2.35
"404","15","10","IL18-23760 x IL19-22757","IL19-22757 x IL18-23760","15 x 10","10 x 15",133.25,37.02,58.79,86.01,1.11,10.92,407.26,446,-2.51
"405","15","31","IL18-23760 x IL19-23833","IL19-23833 x IL18-23760","15 x 31","31 x 15",134.05,37.37,58.51,87.42,1.09,11.8,409.56,366,-0.21
"406","15","28","IL18-23760 x IL19-27565","IL19-27565 x IL18-23760","15 x 28","28 x 15",134.18,37.77,59.14,85.55,0.86,7.22,407.61,430,-2.16
"407","15","35","IL18-23760 x IL19-3505","IL19-3505 x IL18-23760","15 x 35","35 x 15",132.75,37.3,58.2,86.83,0.96,8.1,417.96,113,8.19
"408","15","20","IL18-23760 x IL19-3528","IL19-3528 x IL18-23760","15 x 20","20 x 15",132.74,37.54,58.2,86.43,0.99,8.99,415.04,182,5.27
"409","15","19","IL18-23760 x IL19-6946","IL19-6946 x IL18-23760","15 x 19","19 x 15",133.35,36.75,58.2,87.67,1.35,13.28,408.39,408,-1.38
"410","15","6","IL18-23760 x US16-IL-061-032","US16-IL-061-032 x IL18-23760","15 x 6","6 x 15",133.22,37.54,58.19,85.6,1.4,13.52,398.8,667,-10.97
"411","15","13","IL18-23760 x US16-IL-062-031","US16-IL-062-031 x IL18-23760","15 x 13","13 x 15",132.2,36.78,59.08,86.76,1.25,10.74,413.27,229,3.5
"412","15","29","IL18-23760 x US16-IL-062-109","US16-IL-062-109 x IL18-23760","15 x 29","29 x 15",133.9,36.68,58.27,87.68,1.28,11.51,408.31,410,-1.46
"413","15","18","IL18-23760 x US16-IL-063-063","US16-IL-063-063 x IL18-23760","15 x 18","18 x 15",132.8,35.9,58.05,84.81,1.25,14.45,399.14,660,-10.63
"414","15","27","IL18-23760 x US16-IL-064-095","US16-IL-064-095 x IL18-23760","15 x 27","27 x 15",133.57,36.93,58.57,86.33,1.13,11.21,406.65,468,-3.12
"415","15","34","IL18-23760 x US17-IL-108-039","US17-IL-108-039 x IL18-23760","15 x 34","34 x 15",135.7,36.66,58.25,88.79,1.2,13.1,405.09,517,-4.68
"416","15","39","IL18-23760 x US17-IL-108-070","US17-IL-108-070 x IL18-23760","15 x 39","39 x 15",134.86,37.26,58.8,86.54,1.15,13.91,399.35,658,-10.42
"417","17","3","IL18-4910 x IL18MSFRS-18","IL18MSFRS-18 x IL18-4910","17 x 3","3 x 17",133.69,37.26,58.82,87.82,0.77,8.43,421.08,80,11.31
"418","17","33","IL18-4910 x IL19-10123","IL19-10123 x IL18-4910","17 x 33","33 x 17",130.82,37.04,58.73,83.71,1,10.69,410.41,332,0.64
"419","17","23","IL18-4910 x IL19-12830","IL19-12830 x IL18-4910","17 x 23","23 x 17",132.59,37.32,58.94,83.52,0.93,10.62,402.26,599,-7.51
"420","17","37","IL18-4910 x IL19-13713","IL19-13713 x IL18-4910","17 x 37","37 x 17",131.29,36.55,58.78,82.79,0.65,5.52,413.1,233,3.33
"421","17","14","IL18-4910 x IL19-13942","IL19-13942 x IL18-4910","17 x 14","14 x 17",130.31,36.62,58.69,81.69,0.71,7.61,410.28,338.5,0.51
"422","17","7","IL18-4910 x IL19-13978","IL19-13978 x IL18-4910","17 x 7","7 x 17",130.76,36.85,58.88,82.16,0.84,9.27,407.19,447.5,-2.58
"423","17","4","IL18-4910 x IL19-14617","IL19-14617 x IL18-4910","17 x 4","4 x 17",130.14,36.86,58.69,85.41,1.02,11.11,420.69,85,10.92
"424","17","1","IL18-4910 x IL19-14856","IL19-14856 x IL18-4910","17 x 1","1 x 17",130.54,37.46,58.56,86.27,0.83,8.3,427.97,23,18.2
"425","17","38","IL18-4910 x IL19-15327","IL19-15327 x IL18-4910","17 x 38","38 x 17",132.5,37.73,58.42,84.64,0.82,7.54,411.9,275,2.13
"426","17","8","IL18-4910 x IL19-18153","IL19-18153 x IL18-4910","17 x 8","8 x 17",132.47,36.27,58.76,85.34,0.81,9.48,414,204,4.23
"427","17","30","IL18-4910 x IL19-18837","IL19-18837 x IL18-4910","17 x 30","30 x 17",132.87,36.19,58.57,83.68,0.74,8.12,406.64,469,-3.13
"428","17","32","IL18-4910 x IL19-21760","IL19-21760 x IL18-4910","17 x 32","32 x 17",131.91,36,58.38,83.41,0.74,11.37,407.73,425,-2.04
"429","17","10","IL18-4910 x IL19-22757","IL19-22757 x IL18-4910","17 x 10","10 x 17",132.05,37.09,59.26,83.55,0.88,10.23,406.09,487,-3.68
"430","17","31","IL18-4910 x IL19-23833","IL19-23833 x IL18-4910","17 x 31","31 x 17",132.85,37.44,58.98,84.96,0.86,11.11,408.47,403,-1.3
"431","17","28","IL18-4910 x IL19-27565","IL19-27565 x IL18-4910","17 x 28","28 x 17",132.98,37.83,59.61,83.1,0.63,6.53,406.22,480,-3.55
"432","17","35","IL18-4910 x IL19-3505","IL19-3505 x IL18-4910","17 x 35","35 x 17",131.55,37.36,58.67,84.37,0.73,7.41,416.69,144,6.92
"433","17","20","IL18-4910 x IL19-3528","IL19-3528 x IL18-4910","17 x 20","20 x 17",131.54,37.6,58.66,83.97,0.76,8.3,413.78,212,4.01
"434","17","19","IL18-4910 x IL19-6946","IL19-6946 x IL18-4910","17 x 19","19 x 17",132.15,36.82,58.66,85.21,1.12,12.58,407.46,435.5,-2.31
"435","17","6","IL18-4910 x US16-IL-061-032","US16-IL-061-032 x IL18-4910","17 x 6","6 x 17",132.02,37.61,58.66,83.14,1.17,12.83,397.8,687.5,-11.97
"436","17","13","IL18-4910 x US16-IL-062-031","US16-IL-062-031 x IL18-4910","17 x 13","13 x 17",131,36.85,59.55,84.3,1.03,10.04,412.2,267,2.43
"437","17","29","IL18-4910 x US16-IL-062-109","US16-IL-062-109 x IL18-4910","17 x 29","29 x 17",132.7,36.74,58.74,85.22,1.05,10.81,407.32,443,-2.45
"438","17","18","IL18-4910 x US16-IL-063-063","US16-IL-063-063 x IL18-4910","17 x 18","18 x 17",131.6,35.97,58.52,82.35,1.03,13.76,398.05,683.5,-11.72
"439","17","27","IL18-4910 x US16-IL-064-095","US16-IL-064-095 x IL18-4910","17 x 27","27 x 17",132.36,37,59.03,83.87,0.9,10.51,405.51,505,-4.26
"440","17","34","IL18-4910 x US17-IL-108-039","US17-IL-108-039 x IL18-4910","17 x 34","34 x 17",134.49,36.72,58.72,86.33,0.97,12.4,404.15,543,-5.62
"441","17","39","IL18-4910 x US17-IL-108-070","US17-IL-108-070 x IL18-4910","17 x 39","39 x 17",133.66,37.33,59.26,84.08,0.92,13.22,398.28,679,-11.49
"442","3","33","IL18MSFRS-18 x IL19-10123","IL19-10123 x IL18MSFRS-18","3 x 33","33 x 3",132.58,37.14,58.19,89.01,1.12,9.74,424.65,42.5,14.88
"443","3","23","IL18MSFRS-18 x IL19-12830","IL19-12830 x IL18MSFRS-18","3 x 23","23 x 3",134.35,37.42,58.4,88.83,1.06,9.67,416.57,146.5,6.8
"444","3","37","IL18MSFRS-18 x IL19-13713","IL19-13713 x IL18MSFRS-18","3 x 37","37 x 3",133.05,36.65,58.24,88.1,0.78,4.57,427.94,25,18.17
"445","3","14","IL18MSFRS-18 x IL19-13942","IL19-13942 x IL18MSFRS-18","3 x 14","14 x 3",132.07,36.72,58.15,86.99,0.84,6.66,424.99,40,15.22
"446","3","7","IL18MSFRS-18 x IL19-13978","IL19-13978 x IL18MSFRS-18","3 x 7","7 x 3",132.52,36.95,58.33,87.46,0.96,8.32,421.69,70,11.92
"447","3","4","IL18MSFRS-18 x IL19-14617","IL19-14617 x IL18MSFRS-18","3 x 4","4 x 3",131.9,36.95,58.15,90.72,1.15,10.16,434.86,4,25.09
"448","3","1","IL18MSFRS-18 x IL19-14856","IL19-14856 x IL18MSFRS-18","3 x 1","1 x 3",132.3,37.56,58.02,91.58,0.95,7.35,442.45,1,32.68
"449","3","38","IL18MSFRS-18 x IL19-15327","IL19-15327 x IL18MSFRS-18","3 x 38","38 x 3",134.26,37.83,57.88,89.95,0.94,6.59,424.21,47,14.44
"450","3","8","IL18MSFRS-18 x IL19-18153","IL19-18153 x IL18MSFRS-18","3 x 8","8 x 3",134.23,36.37,58.22,90.64,0.94,8.53,428.46,21,18.69
"451","3","30","IL18MSFRS-18 x IL19-18837","IL19-18837 x IL18MSFRS-18","3 x 30","30 x 3",134.63,36.29,58.02,88.98,0.86,7.17,421.26,78,11.49
"452","3","32","IL18MSFRS-18 x IL19-21760","IL19-21760 x IL18MSFRS-18","3 x 32","32 x 3",133.68,36.1,57.83,88.71,0.86,10.42,419.25,105.5,9.48
"453","3","10","IL18MSFRS-18 x IL19-22757","IL19-22757 x IL18MSFRS-18","3 x 10","10 x 3",133.81,37.19,58.72,88.86,1.01,9.28,420.47,89,10.7
"454","3","31","IL18MSFRS-18 x IL19-23833","IL19-23833 x IL18MSFRS-18","3 x 31","31 x 3",134.61,37.54,58.44,90.26,0.99,10.16,422.81,62,13.04
"455","3","28","IL18MSFRS-18 x IL19-27565","IL19-27565 x IL18MSFRS-18","3 x 28","28 x 3",134.74,37.93,59.06,88.4,0.76,5.58,421.04,81,11.27
"456","3","35","IL18MSFRS-18 x IL19-3505","IL19-3505 x IL18MSFRS-18","3 x 35","35 x 3",133.31,37.46,58.12,89.68,0.86,6.46,431.35,11,21.58
"457","3","20","IL18MSFRS-18 x IL19-3528","IL19-3528 x IL18MSFRS-18","3 x 20","20 x 3",133.3,37.7,58.12,89.27,0.88,7.35,428.38,22,18.61
"458","3","19","IL18MSFRS-18 x IL19-6946","IL19-6946 x IL18MSFRS-18","3 x 19","19 x 3",133.91,36.91,58.12,90.51,1.25,11.63,421.46,75,11.69
"459","3","6","IL18MSFRS-18 x US16-IL-061-032","US16-IL-061-032 x IL18MSFRS-18","3 x 6","6 x 3",133.78,37.71,58.11,88.45,1.3,11.88,411.77,279.5,2
"460","3","13","IL18MSFRS-18 x US16-IL-062-031","US16-IL-062-031 x IL18MSFRS-18","3 x 13","13 x 3",132.76,36.94,59,89.61,1.15,9.09,426.43,35,16.66
"461","3","29","IL18MSFRS-18 x US16-IL-062-109","US16-IL-062-109 x IL18MSFRS-18","3 x 29","29 x 3",134.46,36.84,58.2,90.53,1.18,9.86,421.47,74,11.7
"462","3","18","IL18MSFRS-18 x US16-IL-063-063","US16-IL-063-063 x IL18MSFRS-18","3 x 18","18 x 3",133.36,36.06,57.97,87.66,1.15,12.81,411.63,285.5,1.86
"463","3","27","IL18MSFRS-18 x US16-IL-064-095","US16-IL-064-095 x IL18MSFRS-18","3 x 27","27 x 3",134.13,37.1,58.49,89.18,1.03,9.56,419.86,95,10.09
"464","3","34","IL18MSFRS-18 x US17-IL-108-039","US17-IL-108-039 x IL18MSFRS-18","3 x 34","34 x 3",136.25,36.82,58.17,91.64,1.1,11.45,418.3,111,8.53
"465","3","39","IL18MSFRS-18 x US17-IL-108-070","US17-IL-108-070 x IL18MSFRS-18","3 x 39","39 x 3",135.42,37.43,58.72,89.38,1.04,12.27,412.49,254,2.72
"466","33","23","IL19-10123 x IL19-12830","IL19-12830 x IL19-10123","33 x 23","23 x 33",131.48,37.21,58.31,84.72,1.29,11.93,406.12,486,-3.65
"467","33","37","IL19-10123 x IL19-13713","IL19-13713 x IL19-10123","33 x 37","37 x 33",130.18,36.43,58.15,83.99,1.01,6.83,417.14,129,7.37
"468","33","14","IL19-10123 x IL19-13942","IL19-13942 x IL19-10123","33 x 14","14 x 33",129.19,36.5,58.06,82.88,1.07,8.92,414.37,194,4.6
"469","33","7","IL19-10123 x IL19-13978","IL19-13978 x IL19-10123","33 x 7","7 x 33",129.64,36.73,58.24,83.35,1.19,10.58,411.2,310.5,1.43
"470","33","4","IL19-10123 x IL19-14617","IL19-14617 x IL19-10123","33 x 4","4 x 33",129.02,36.74,58.06,86.61,1.37,12.43,424.37,45,14.6
"471","33","1","IL19-10123 x IL19-14856","IL19-14856 x IL19-10123","33 x 1","1 x 33",129.43,37.34,57.93,87.47,1.18,9.61,430.36,14,20.59
"472","33","38","IL19-10123 x IL19-15327","IL19-15327 x IL19-10123","33 x 38","38 x 33",131.38,37.61,57.79,85.84,1.17,8.85,412.05,269,2.28
"473","33","8","IL19-10123 x IL19-18153","IL19-18153 x IL19-10123","33 x 8","8 x 33",131.36,36.15,58.13,86.53,1.16,10.79,417.75,117,7.98
"474","33","30","IL19-10123 x IL19-18837","IL19-18837 x IL19-10123","33 x 30","30 x 33",131.75,36.07,57.93,84.87,1.09,9.43,409.37,374,-0.4
"475","33","32","IL19-10123 x IL19-21760","IL19-21760 x IL19-10123","33 x 32","32 x 33",130.8,35.88,57.74,84.6,1.09,12.68,407.27,445,-2.5
"476","33","10","IL19-10123 x IL19-22757","IL19-22757 x IL19-10123","33 x 10","10 x 33",130.94,36.97,58.63,84.74,1.23,11.54,409.96,353,0.19
"477","33","31","IL19-10123 x IL19-23833","IL19-23833 x IL19-10123","33 x 31","31 x 33",131.74,37.32,58.35,86.15,1.21,12.42,412.22,266,2.45
"478","33","28","IL19-10123 x IL19-27565","IL19-27565 x IL19-10123","33 x 28","28 x 33",131.87,37.72,58.97,84.29,0.98,7.84,410.22,342,0.45
"479","33","35","IL19-10123 x IL19-3505","IL19-3505 x IL19-10123","33 x 35","35 x 33",130.44,37.24,58.03,85.57,1.08,8.72,420.56,86,10.79
"480","33","20","IL19-10123 x IL19-3528","IL19-3528 x IL19-10123","33 x 20","20 x 33",130.43,37.48,58.03,85.16,1.11,9.61,417.67,118,7.9
"481","33","19","IL19-10123 x IL19-6946","IL19-6946 x IL19-10123","33 x 19","19 x 33",131.04,36.7,58.03,86.4,1.48,13.9,411.12,313,1.35
"482","33","6","IL19-10123 x US16-IL-061-032","US16-IL-061-032 x IL19-10123","33 x 6","6 x 33",130.9,37.49,58.02,84.34,1.53,14.14,401.61,614,-8.16
"483","33","13","IL19-10123 x US16-IL-062-031","US16-IL-062-031 x IL19-10123","33 x 13","13 x 33",129.89,36.73,58.91,85.5,1.38,11.36,415.98,160,6.21
"484","33","29","IL19-10123 x US16-IL-062-109","US16-IL-062-109 x IL19-10123","33 x 29","29 x 33",131.59,36.62,58.11,86.42,1.41,12.13,411.01,317,1.24
"485","33","18","IL19-10123 x US16-IL-063-063","US16-IL-063-063 x IL19-10123","33 x 18","18 x 33",130.48,35.85,57.88,83.55,1.38,15.08,399.95,644,-9.82
"486","33","27","IL19-10123 x US16-IL-064-095","US16-IL-064-095 x IL19-10123","33 x 27","27 x 33",131.25,36.88,58.4,85.06,1.26,11.83,409.35,375,-0.42
"487","33","34","IL19-10123 x US17-IL-108-039","US17-IL-108-039 x IL19-10123","33 x 34","34 x 33",133.38,36.61,58.08,87.53,1.33,13.72,407.75,423.5,-2.02
"488","33","39","IL19-10123 x US17-IL-108-070","US17-IL-108-070 x IL19-10123","33 x 39","39 x 33",132.55,37.21,58.63,85.27,1.27,14.53,402.07,603,-7.7
"489","23","37","IL19-12830 x IL19-13713","IL19-13713 x IL19-12830","23 x 37","37 x 23",131.95,36.71,58.35,83.8,0.94,6.76,408.99,389,-0.78
"490","23","14","IL19-12830 x IL19-13942","IL19-13942 x IL19-12830","23 x 14","14 x 23",130.97,36.78,58.26,82.69,1,8.85,406.21,481,-3.56
"491","23","7","IL19-12830 x IL19-13978","IL19-13978 x IL19-12830","23 x 7","7 x 23",131.42,37.01,58.45,83.16,1.13,10.51,403.05,575,-6.72
"492","23","4","IL19-12830 x IL19-14617","IL19-14617 x IL19-12830","23 x 4","4 x 23",130.8,37.02,58.27,86.42,1.31,12.36,416.27,153,6.5
"493","23","1","IL19-12830 x IL19-14856","IL19-14856 x IL19-12830","23 x 1","1 x 23",131.2,37.62,58.13,87.28,1.12,9.54,423.56,57,13.79
"494","23","38","IL19-12830 x IL19-15327","IL19-15327 x IL19-12830","23 x 38","38 x 23",133.16,37.89,57.99,85.65,1.11,8.78,407.48,433.5,-2.29
"495","23","8","IL19-12830 x IL19-18153","IL19-18153 x IL19-12830","23 x 8","8 x 23",133.13,36.43,58.33,86.34,1.1,10.72,409.64,361,-0.13
"496","23","30","IL19-12830 x IL19-18837","IL19-18837 x IL19-12830","23 x 30","30 x 23",133.53,36.35,58.14,84.68,1.03,9.36,402.42,596,-7.35
"497","23","32","IL19-12830 x IL19-21760","IL19-21760 x IL19-12830","23 x 32","32 x 23",132.58,36.16,57.95,84.41,1.03,12.61,402.65,587,-7.12
"498","23","10","IL19-12830 x IL19-22757","IL19-22757 x IL19-12830","23 x 10","10 x 23",132.71,37.25,58.83,84.56,1.17,11.47,401.83,609,-7.94
"499","23","31","IL19-12830 x IL19-23833","IL19-23833 x IL19-12830","23 x 31","31 x 23",133.52,37.6,58.55,85.97,1.15,12.35,404.11,544.5,-5.66
"500","23","28","IL19-12830 x IL19-27565","IL19-27565 x IL19-12830","23 x 28","28 x 23",133.64,38,59.18,84.1,0.92,7.77,402.08,602,-7.69
"501","23","35","IL19-12830 x IL19-3505","IL19-3505 x IL19-12830","23 x 35","35 x 23",132.21,37.53,58.24,85.38,1.02,8.65,412.44,257,2.67
"502","23","20","IL19-12830 x IL19-3528","IL19-3528 x IL19-12830","23 x 20","20 x 23",132.2,37.77,58.24,84.98,1.05,9.54,409.54,368,-0.23
"503","23","19","IL19-12830 x IL19-6946","IL19-6946 x IL19-12830","23 x 19","19 x 23",132.81,36.98,58.24,86.21,1.41,13.83,403.03,576,-6.74
"504","23","6","IL19-12830 x US16-IL-061-032","US16-IL-061-032 x IL19-12830","23 x 6","6 x 23",132.68,37.77,58.23,84.15,1.46,14.07,393.49,725,-16.28
"505","23","13","IL19-12830 x US16-IL-062-031","US16-IL-062-031 x IL19-12830","23 x 13","13 x 23",131.66,37.01,59.12,85.31,1.32,11.29,407.87,421,-1.9
"506","23","29","IL19-12830 x US16-IL-062-109","US16-IL-062-109 x IL19-12830","23 x 29","29 x 23",133.37,36.91,58.31,86.23,1.34,12.05,402.91,581,-6.86
"507","23","18","IL19-12830 x US16-IL-063-063","US16-IL-063-063 x IL19-12830","23 x 18","18 x 23",132.26,36.13,58.09,83.36,1.32,15,393.82,722,-15.95
"508","23","27","IL19-12830 x US16-IL-064-095","US16-IL-064-095 x IL19-12830","23 x 27","27 x 23",133.03,37.16,58.61,84.88,1.19,11.76,401.23,625,-8.54
"509","23","34","IL19-12830 x US17-IL-108-039","US17-IL-108-039 x IL19-12830","23 x 34","34 x 23",135.16,36.89,58.29,87.34,1.26,13.64,399.67,648,-10.1
"510","23","39","IL19-12830 x US17-IL-108-070","US17-IL-108-070 x IL19-12830","23 x 39","39 x 23",134.32,37.49,58.84,85.09,1.21,14.46,393.96,721,-15.81
"511","37","14","IL19-13713 x IL19-13942","IL19-13942 x IL19-13713","37 x 14","14 x 37",129.67,36,58.1,81.97,0.72,3.75,416.97,134,7.2
"512","37","7","IL19-13713 x IL19-13978","IL19-13978 x IL19-13713","37 x 7","7 x 37",130.12,36.23,58.29,82.44,0.85,5.41,413.89,209,4.12
"513","37","4","IL19-13713 x IL19-14617","IL19-14617 x IL19-13713","37 x 4","4 x 37",129.5,36.24,58.11,85.69,1.03,7.25,427.46,28,17.69
"514","37","1","IL19-13713 x IL19-14856","IL19-14856 x IL19-13713","37 x 1","1 x 37",129.9,36.85,57.97,86.55,0.84,4.44,434.33,6,24.56
"515","37","38","IL19-13713 x IL19-15327","IL19-15327 x IL19-13713","37 x 38","38 x 37",131.86,37.11,57.83,84.92,0.83,3.68,415.84,163,6.07
"516","37","8","IL19-13713 x IL19-18153","IL19-18153 x IL19-13713","37 x 8","8 x 37",131.83,35.66,58.17,85.62,0.82,5.62,420.79,84,11.02
"517","37","30","IL19-13713 x IL19-18837","IL19-18837 x IL19-13713","37 x 30","30 x 37",132.23,35.57,57.98,83.96,0.75,4.26,413.01,236,3.24
"518","37","32","IL19-13713 x IL19-21760","IL19-21760 x IL19-13713","37 x 32","32 x 37",131.27,35.38,57.79,83.69,0.75,7.51,410.94,319,1.17
"519","37","10","IL19-13713 x IL19-22757","IL19-22757 x IL19-13713","37 x 10","10 x 37",131.41,36.48,58.67,83.83,0.89,6.37,412.82,245,3.05
"520","37","31","IL19-13713 x IL19-23833","IL19-23833 x IL19-13713","37 x 31","31 x 37",132.21,36.83,58.39,85.24,0.87,7.25,415.24,177,5.47
"521","37","28","IL19-13713 x IL19-27565","IL19-27565 x IL19-13713","37 x 28","28 x 37",132.34,37.22,59.02,83.38,0.64,2.67,412.96,239,3.19
"522","37","35","IL19-13713 x IL19-3505","IL19-3505 x IL19-13713","37 x 35","35 x 37",130.91,36.75,58.08,84.65,0.74,3.55,423.46,59,13.69
"523","37","20","IL19-13713 x IL19-3528","IL19-3528 x IL19-13713","37 x 20","20 x 37",130.9,36.99,58.08,84.25,0.77,4.44,420.54,87.5,10.77
"524","37","19","IL19-13713 x IL19-6946","IL19-6946 x IL19-13713","37 x 19","19 x 37",131.51,36.2,58.08,85.49,1.13,8.72,414.23,197,4.46
"525","37","6","IL19-13713 x US16-IL-061-032","US16-IL-061-032 x IL19-13713","37 x 6","6 x 37",131.38,36.99,58.07,83.42,1.18,8.97,404.5,533,-5.27
"526","37","13","IL19-13713 x US16-IL-062-031","US16-IL-062-031 x IL19-13713","37 x 13","13 x 37",130.36,36.23,58.96,84.58,1.04,6.18,418.95,108,9.18
"527","37","29","IL19-13713 x US16-IL-062-109","US16-IL-062-109 x IL19-13713","37 x 29","29 x 37",132.06,36.13,58.15,85.5,1.06,6.95,414.09,202.5,4.32
"528","37","18","IL19-13713 x US16-IL-063-063","US16-IL-063-063 x IL19-13713","37 x 18","18 x 37",130.96,35.35,57.93,82.63,1.04,9.9,403.53,563,-6.24
"529","37","27","IL19-13713 x US16-IL-064-095","US16-IL-064-095 x IL19-13713","37 x 27","27 x 37",131.72,36.39,58.45,84.15,0.91,6.65,412.25,264,2.48
"530","37","34","IL19-13713 x US17-IL-108-039","US17-IL-108-039 x IL19-13713","37 x 34","34 x 37",133.85,36.11,58.13,86.61,0.98,8.54,410.95,318,1.18
"531","37","39","IL19-13713 x US17-IL-108-070","US17-IL-108-070 x IL19-13713","37 x 39","39 x 37",133.02,36.72,58.68,84.36,0.93,9.36,405.01,520.5,-4.76
"532","14","7","IL19-13942 x IL19-13978","IL19-13978 x IL19-13942","14 x 7","7 x 14",129.13,36.3,58.2,81.33,0.91,7.5,411.11,314.5,1.34
"533","14","4","IL19-13942 x IL19-14617","IL19-14617 x IL19-13942","14 x 4","4 x 14",128.51,36.31,58.02,84.58,1.09,9.35,424.65,42.5,14.88
"534","14","1","IL19-13942 x IL19-14856","IL19-14856 x IL19-13942","14 x 1","1 x 14",128.91,36.92,57.88,85.45,0.9,6.53,429.88,16,20.11
"535","14","38","IL19-13942 x IL19-15327","IL19-15327 x IL19-13942","14 x 38","38 x 14",130.87,37.18,57.74,83.81,0.88,5.77,411.49,292,1.72
"536","14","8","IL19-13942 x IL19-18153","IL19-18153 x IL19-13942","14 x 8","8 x 14",130.85,35.73,58.08,84.51,0.88,7.71,417.92,114,8.15
"537","14","30","IL19-13942 x IL19-18837","IL19-18837 x IL19-13942","14 x 30","30 x 14",131.24,35.64,57.89,82.85,0.81,6.35,408.66,396.5,-1.11
"538","14","32","IL19-13942 x IL19-21760","IL19-21760 x IL19-13942","14 x 32","32 x 14",130.29,35.45,57.7,82.58,0.8,9.6,406.68,467,-3.09
"539","14","10","IL19-13942 x IL19-22757","IL19-22757 x IL19-13942","14 x 10","10 x 14",130.43,36.55,58.58,82.72,0.95,8.46,410.02,351,0.25
"540","14","31","IL19-13942 x IL19-23833","IL19-23833 x IL19-13942","14 x 31","31 x 14",131.23,36.9,58.3,84.13,0.93,9.34,412.41,258,2.64
"541","14","28","IL19-13942 x IL19-27565","IL19-27565 x IL19-13942","14 x 28","28 x 14",131.36,37.29,58.93,82.27,0.7,4.76,410.09,350,0.32
"542","14","35","IL19-13942 x IL19-3505","IL19-3505 x IL19-13942","14 x 35","35 x 14",129.93,36.82,57.99,83.54,0.8,5.64,420.42,90,10.65
"543","14","20","IL19-13942 x IL19-3528","IL19-3528 x IL19-13942","14 x 20","20 x 14",129.92,37.06,57.99,83.14,0.83,6.53,417.46,121,7.69
"544","14","19","IL19-13942 x IL19-6946","IL19-6946 x IL19-13942","14 x 19","19 x 14",130.53,36.27,57.99,84.38,1.19,10.82,411.23,309,1.46
"545","14","6","IL19-13942 x US16-IL-061-032","US16-IL-061-032 x IL19-13942","14 x 6","6 x 14",130.39,37.06,57.98,82.31,1.24,11.06,401.46,618,-8.31
"546","14","13","IL19-13942 x US16-IL-062-031","US16-IL-062-031 x IL19-13942","14 x 13","13 x 14",129.37,36.3,58.87,83.48,1.09,8.28,416.16,156,6.39
"547","14","29","IL19-13942 x US16-IL-062-109","US16-IL-062-109 x IL19-13942","14 x 29","29 x 14",131.08,36.2,58.06,84.39,1.12,9.05,411.29,305.5,1.52
